"","PostNum","PreNum","CandidateName","CandidateSurname","Sex","Saeima","PartyNum","PartyAbbr","DistrNum","DistrName","BallotsForParty","Pluses","Minuses","Points","Result"
"2610",13,12,"Ansis","Grundulis","Male",7,9,"LZS",5,"Zemgale",4691,239,107,4823,""
"2611",14,13,"Juris","Iesalnieks","Male",7,9,"LZS",5,"Zemgale",4691,224,99,4816,""
"2612",15,8,"Ņina","Freiberga","Female",7,9,"LZS",5,"Zemgale",4691,232,129,4794,""
"2613",1,1,"Ziedonis","Čevers","Male",7,10,"Saimnieks",1,"Rīga",2316,819,192,2943,""
"2614",2,15,"Alfreds","Čepānis","Male",7,10,"Saimnieks",1,"Rīga",2316,376,147,2545,""
"2615",3,18,"Dainis","Turlais","Male",7,10,"Saimnieks",1,"Rīga",2316,320,156,2480,""
"2616",4,4,"Andris","Ameriks","Male",7,10,"Saimnieks",1,"Rīga",2316,304,143,2477,""
"2617",5,5,"Jānis","Karpovičs","Male",7,10,"Saimnieks",1,"Rīga",2316,298,148,2466,""
"2618",6,3,"Ilmārs","Bišers","Male",7,10,"Saimnieks",1,"Rīga",2316,253,156,2413,""
"2619",7,13,"Ernests","Jurkāns","Male",7,10,"Saimnieks",1,"Rīga",2316,250,162,2404,""
"2620",8,10,"Aloizs","Brenčs","Male",7,10,"Saimnieks",1,"Rīga",2316,226,143,2399,""
"2621",9,7,"Viesturs","Boka","Male",7,10,"Saimnieks",1,"Rīga",2316,199,135,2380,""
"2622",10,6,"Ludmila","Kuprijanova","Female",7,10,"Saimnieks",1,"Rīga",2316,226,165,2377,""
"2623",11,26,"Valdis","Nagobads","Male",7,10,"Saimnieks",1,"Rīga",2316,161,124,2353,""
"2624",12,2,"Juris","Kaksītis","Male",7,10,"Saimnieks",1,"Rīga",2316,198,183,2331,""
"2625",13,21,"Viktors","Dinēvičs","Male",7,10,"Saimnieks",1,"Rīga",2316,136,123,2329,""
"2626",14,14,"Juris","Celmiņš","Male",7,10,"Saimnieks",1,"Rīga",2316,151,139,2328,""
"2627",15,9,"Sarmīte","Jēgere","Female",7,10,"Saimnieks",1,"Rīga",2316,150,157,2309,""
"2628",16,22,"Jānis","Volkolākovs","Male",7,10,"Saimnieks",1,"Rīga",2316,107,138,2285,""
"2629",17,19,"Alfrēds","Bimbiruls","Male",7,10,"Saimnieks",1,"Rīga",2316,99,133,2282,""
"2630",18,8,"Igors","Graurs","Male",7,10,"Saimnieks",1,"Rīga",2316,112,148,2280,""
"2631",19,12,"Sandra","Paura","Female",7,10,"Saimnieks",1,"Rīga",2316,109,155,2270,""
"2632",20,20,"Zigfrīds","Berezovskis","Male",7,10,"Saimnieks",1,"Rīga",2316,114,160,2270,""
"2633",21,27,"Valdis","Pavliņš","Male",7,10,"Saimnieks",1,"Rīga",2316,89,139,2266,""
"2634",22,16,"Guntis","Grūbe","Male",7,10,"Saimnieks",1,"Rīga",2316,91,142,2265,""
"2635",23,17,"Juris","Dzenis","Male",7,10,"Saimnieks",1,"Rīga",2316,79,131,2264,""
"2636",24,11,"Rudīte","Leitena","Female",7,10,"Saimnieks",1,"Rīga",2316,78,137,2257,""
"2637",25,25,"Rets","Renemanis","Male",7,10,"Saimnieks",1,"Rīga",2316,101,166,2251,""
"2638",26,23,"Mareks","Šepeļevs","Male",7,10,"Saimnieks",1,"Rīga",2316,72,138,2250,""
"2639",27,28,"Raitis","Paegle","Male",7,10,"Saimnieks",1,"Rīga",2316,68,139,2245,""
"2640",28,24,"Māris","Baltiņš","Male",7,10,"Saimnieks",1,"Rīga",2316,63,137,2242,""
"2641",1,2,"Ziedonis","Čevers","Male",7,10,"Saimnieks",2,"Vidzeme",2906,856,250,3512,""
"2642",2,15,"Alfreds","Čepānis","Male",7,10,"Saimnieks",2,"Vidzeme",2906,612,127,3391,""
"2643",3,3,"Dainis","Turlais","Male",7,10,"Saimnieks",2,"Vidzeme",2906,502,163,3245,""
"2644",4,1,"Andris","Ameriks","Male",7,10,"Saimnieks",2,"Vidzeme",2906,441,149,3198,""
"2645",5,10,"Ernests","Jurkāns","Male",7,10,"Saimnieks",2,"Vidzeme",2906,320,164,3062,""
"2646",6,7,"Ilmārs","Bišers","Male",7,10,"Saimnieks",2,"Vidzeme",2906,301,153,3054,""
"2647",7,22,"Ludmila","Kuprijanova","Female",7,10,"Saimnieks",2,"Vidzeme",2906,243,161,2988,""
"2648",8,16,"Rudīte","Leitena","Female",7,10,"Saimnieks",2,"Vidzeme",2906,210,136,2980,""
"2649",9,5,"Ivars","Redisons","Male",7,10,"Saimnieks",2,"Vidzeme",2906,233,171,2968,""
"2650",10,14,"Juris","Celmiņš","Male",7,10,"Saimnieks",2,"Vidzeme",2906,171,145,2932,""
"2651",11,19,"Viesturs","Boka","Male",7,10,"Saimnieks",2,"Vidzeme",2906,144,140,2910,""
"2652",12,18,"Juris","Kaksītis","Male",7,10,"Saimnieks",2,"Vidzeme",2906,160,161,2905,""
"2653",13,9,"Valdis","Rogainis","Male",7,10,"Saimnieks",2,"Vidzeme",2906,146,152,2900,""
"2654",14,6,"Valērijs","Seilis","Male",7,10,"Saimnieks",2,"Vidzeme",2906,127,151,2882,""
"2655",15,23,"Valdis","Nagobads","Male",7,10,"Saimnieks",2,"Vidzeme",2906,110,146,2870,""
"2656",16,11,"Edgars","Bāns","Male",7,10,"Saimnieks",2,"Vidzeme",2906,121,159,2868,""
"2657",17,4,"Jānis","Beikmanis","Male",7,10,"Saimnieks",2,"Vidzeme",2906,130,169,2867,""
"2658",18,12,"Kārlis","Okmanis","Male",7,10,"Saimnieks",2,"Vidzeme",2906,106,152,2860,""
"2659",19,13,"Guntis","Grūbe","Male",7,10,"Saimnieks",2,"Vidzeme",2906,115,163,2858,""
"2660",20,8,"Daumants","Znatnajs","Male",7,10,"Saimnieks",2,"Vidzeme",2906,101,157,2850,""
"2661",21,25,"Viktors","Dinēvičs","Male",7,10,"Saimnieks",2,"Vidzeme",2906,98,154,2850,""
"2662",22,20,"Jānis","Poļaks","Male",7,10,"Saimnieks",2,"Vidzeme",2906,86,153,2839,""
"2663",23,17,"Uldis","Pūsilds","Male",7,10,"Saimnieks",2,"Vidzeme",2906,73,152,2827,""
"2664",24,21,"Igors","Graurs","Male",7,10,"Saimnieks",2,"Vidzeme",2906,66,148,2824,""
"2665",25,24,"Zigfrīds","Berezovskis","Male",7,10,"Saimnieks",2,"Vidzeme",2906,87,174,2819,""
"2666",1,2,"Ziedonis","Čevers","Male",7,10,"Saimnieks",3,"Latgale",7142,2043,182,9003,""
"2667",2,1,"Ernests","Jurkāns","Male",7,10,"Saimnieks",3,"Latgale",7142,1581,189,8534,""
"2668",3,8,"Alfreds","Čepānis","Male",7,10,"Saimnieks",3,"Latgale",7142,1023,213,7952,""
"2669",4,6,"Leonards","Tenis","Male",7,10,"Saimnieks",3,"Latgale",7142,977,222,7897,""
"2670",5,4,"Jurijs","Petrovs","Male",7,10,"Saimnieks",3,"Latgale",7142,799,218,7723,""
"2671",6,3,"Ludmila","Kuprijanova","Female",7,10,"Saimnieks",3,"Latgale",7142,755,213,7684,""
"2672",7,7,"Viktors","Stikuts","Male",7,10,"Saimnieks",3,"Latgale",7142,696,172,7666,""
"2673",8,13,"Dainis","Turlais","Male",7,10,"Saimnieks",3,"Latgale",7142,685,182,7645,""
"2674",9,5,"Visvaldis","Gercāns","Male",7,10,"Saimnieks",3,"Latgale",7142,674,189,7627,""
"2675",10,18,"Ivars","Kalniņš","Male",7,10,"Saimnieks",3,"Latgale",7142,620,215,7547,""
"2676",11,16,"Aina","Pastore","Female",7,10,"Saimnieks",3,"Latgale",7142,571,205,7508,""
"2677",12,17,"Vladimirs","Haritonovs","Male",7,10,"Saimnieks",3,"Latgale",7142,583,232,7493,""
"2678",13,14,"Ainis","Šaicāns","Male",7,10,"Saimnieks",3,"Latgale",7142,524,190,7476,""
"2679",14,9,"Vasīlijs","Aleksejevs","Male",7,10,"Saimnieks",3,"Latgale",7142,530,217,7455,""
"2680",15,15,"Andris","Ameriks","Male",7,10,"Saimnieks",3,"Latgale",7142,508,196,7454,""
"2681",16,10,"Ojārs","Strazds","Male",7,10,"Saimnieks",3,"Latgale",7142,526,215,7453,""
"2682",17,11,"Ināra","Šindarjova","Female",7,10,"Saimnieks",3,"Latgale",7142,483,217,7408,""
"2683",18,12,"Zigfrīds","Berezovskis","Male",7,10,"Saimnieks",3,"Latgale",7142,450,211,7381,""
"2684",1,1,"Alfreds","Čepānis","Male",7,10,"Saimnieks",4,"Kurzeme",1425,482,46,1861,""
"2685",2,4,"Ziedonis","Čevers","Male",7,10,"Saimnieks",4,"Kurzeme",1425,409,89,1745,""
"2686",3,9,"Dainis","Turlais","Male",7,10,"Saimnieks",4,"Kurzeme",1425,273,33,1665,""
"2687",4,2,"Valdis","Nagobads","Male",7,10,"Saimnieks",4,"Kurzeme",1425,180,42,1563,""
"2688",5,10,"Ernests","Jurkāns","Male",7,10,"Saimnieks",4,"Kurzeme",1425,175,55,1545,""
"2689",6,3,"Valērijs","Terentjevs","Male",7,10,"Saimnieks",4,"Kurzeme",1425,150,48,1527,""
"2690",7,6,"Andris","Ameriks","Male",7,10,"Saimnieks",4,"Kurzeme",1425,140,48,1517,""
"2691",8,14,"Ludmila","Kuprijanova","Female",7,10,"Saimnieks",4,"Kurzeme",1425,148,58,1515,""
"2692",9,12,"Ivars","Redisons","Male",7,10,"Saimnieks",4,"Kurzeme",1425,124,45,1504,""
"2693",10,13,"Juris","Celmiņš","Male",7,10,"Saimnieks",4,"Kurzeme",1425,113,46,1492,""
"2694",11,8,"Georgijs","Ptičkins","Male",7,10,"Saimnieks",4,"Kurzeme",1425,118,53,1490,""
"2695",12,11,"Juris","Kaksītis","Male",7,10,"Saimnieks",4,"Kurzeme",1425,102,50,1477,""
"2696",13,5,"Edgars","Bāns","Male",7,10,"Saimnieks",4,"Kurzeme",1425,99,55,1469,""
"2697",14,7,"Normunds","Ķīvītis","Male",7,10,"Saimnieks",4,"Kurzeme",1425,73,57,1441,""
"2698",1,7,"Ziedonis","Čevers","Male",7,10,"Saimnieks",5,"Zemgale",1621,574,88,2107,""
"2699",2,3,"Alfreds","Čepānis","Male",7,10,"Saimnieks",5,"Zemgale",1621,381,78,1924,""
"2700",3,11,"Dainis","Turlais","Male",7,10,"Saimnieks",5,"Zemgale",1621,267,73,1815,""
"2701",4,1,"Viesturs","Boka","Male",7,10,"Saimnieks",5,"Zemgale",1621,201,59,1763,""
"2702",5,4,"Ernests","Jurkāns","Male",7,10,"Saimnieks",5,"Zemgale",1621,216,83,1754,""
"2703",6,9,"Andris","Ameriks","Male",7,10,"Saimnieks",5,"Zemgale",1621,175,73,1723,""
"2704",7,2,"Juris","Celmiņš","Male",7,10,"Saimnieks",5,"Zemgale",1621,161,67,1715,""
"2705",8,5,"Guntis","Beķeris","Male",7,10,"Saimnieks",5,"Zemgale",1621,152,84,1689,""
"2706",9,13,"Ludmila","Kuprijanova","Female",7,10,"Saimnieks",5,"Zemgale",1621,155,92,1684,""
"2707",10,10,"Jānis","Karpovičs","Male",7,10,"Saimnieks",5,"Zemgale",1621,110,77,1654,""
"2708",11,15,"Jānis","Krūmiņš","Male",7,10,"Saimnieks",5,"Zemgale",1621,96,67,1650,""
"2709",12,8,"Dagnija","Staķe","Female",7,10,"Saimnieks",5,"Zemgale",1621,91,81,1631,""
"2710",13,6,"Jānis","Keičs","Male",7,10,"Saimnieks",5,"Zemgale",1621,79,71,1629,""
"2711",14,12,"Māris","Rudaus-Rudovskis","Male",7,10,"Saimnieks",5,"Zemgale",1621,75,78,1618,""
"2712",15,14,"Vladislavs","Lukša","Male",7,10,"Saimnieks",5,"Zemgale",1621,73,79,1615,""
"2713",1,1,"Odisejs","Kostanda","Male",7,11,"Zīgerista partija",1,"Rīga",2203,774,102,2875,""
"2714",2,2,"Kārlis","Čerāns","Male",7,11,"Zīgerista partija",1,"Rīga",2203,543,89,2657,""
"2715",3,3,"Imants","Liepa","Male",7,11,"Zīgerista partija",1,"Rīga",2203,345,96,2452,""
"2716",4,6,"Jānis","Mauliņš","Male",7,11,"Zīgerista partija",1,"Rīga",2203,334,104,2433,""
"2717",5,4,"Edmunds","Grīnbergs","Male",7,11,"Zīgerista partija",1,"Rīga",2203,230,102,2331,""
"2718",6,5,"Janīna","Kušnere","Female",7,11,"Zīgerista partija",1,"Rīga",2203,242,116,2329,""
"2719",7,17,"Rita","Dindune","Female",7,11,"Zīgerista partija",1,"Rīga",2203,167,75,2295,""
"2720",8,11,"Jānis","Ozers","Male",7,11,"Zīgerista partija",1,"Rīga",2203,182,102,2283,""
"2721",9,27,"Andris","Liepiņš","Male",7,11,"Zīgerista partija",1,"Rīga",2203,137,72,2268,""
"2722",10,9,"Egils","Bisenieks","Male",7,11,"Zīgerista partija",1,"Rīga",2203,168,106,2265,""
"2723",11,19,"Rita","Jegorova","Female",7,11,"Zīgerista partija",1,"Rīga",2203,155,98,2260,""
"2724",12,7,"Lilita","Laine","Female",7,11,"Zīgerista partija",1,"Rīga",2203,175,120,2258,""
"2725",13,23,"Anda","Mauliņa","Female",7,11,"Zīgerista partija",1,"Rīga",2203,135,80,2258,""
"2726",14,18,"Kārlis","Krūmiņš","Male",7,11,"Zīgerista partija",1,"Rīga",2203,115,80,2238,""
"2727",15,20,"Jānis","Kazāks","Male",7,11,"Zīgerista partija",1,"Rīga",2203,120,86,2237,""
"2728",16,28,"Dace","Virtmane","Female",7,11,"Zīgerista partija",1,"Rīga",2203,115,81,2237,""
"2729",17,24,"Rihards","Žvīgurs","Male",7,11,"Zīgerista partija",1,"Rīga",2203,107,75,2235,""
"2730",18,13,"Viesturs","Sprūde","Male",7,11,"Zīgerista partija",1,"Rīga",2203,129,104,2228,""
"2731",19,22,"Mārtiņš","Jauģietis","Male",7,11,"Zīgerista partija",1,"Rīga",2203,103,79,2227,""
"2732",20,21,"Alvis","Rudzītis","Male",7,11,"Zīgerista partija",1,"Rīga",2203,106,86,2223,""
"2733",21,26,"Vladimirs","Panasjuks","Male",7,11,"Zīgerista partija",1,"Rīga",2203,108,93,2218,""
"2734",22,25,"Daiga","Šturca","Female",7,11,"Zīgerista partija",1,"Rīga",2203,99,85,2217,""
"2735",23,8,"Vilnis","Roze","Male",7,11,"Zīgerista partija",1,"Rīga",2203,129,117,2215,""
"2736",24,14,"Lidija","Feldmane","Female",7,11,"Zīgerista partija",1,"Rīga",2203,118,109,2212,""
"2737",25,10,"Helmuts","Salnājs","Male",7,11,"Zīgerista partija",1,"Rīga",2203,120,113,2210,""
"2738",26,15,"Tālis Andrejs","Grauds","Male",7,11,"Zīgerista partija",1,"Rīga",2203,110,105,2208,""
"2739",27,16,"Iveta","Skruze","Female",7,11,"Zīgerista partija",1,"Rīga",2203,114,109,2208,""
"2740",28,12,"Ilga","Albina","Female",7,11,"Zīgerista partija",1,"Rīga",2203,108,110,2201,""
"2741",1,1,"Odisejs","Kostanda","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,1309,86,5144,""
"2742",2,2,"Kārlis","Čerāns","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,778,87,4612,""
"2743",3,3,"Imants","Liepa","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,554,88,4387,""
"2744",4,6,"Jānis","Mauliņš","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,453,105,4269,""
"2745",5,5,"Janīna","Kušnere","Female",7,11,"Zīgerista partija",2,"Vidzeme",3921,387,110,4198,""
"2746",6,4,"Edmunds","Grīnbergs","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,361,96,4186,""
"2747",7,11,"Rita","Dindune","Female",7,11,"Zīgerista partija",2,"Vidzeme",3921,245,83,4083,""
"2748",8,15,"Anta","Rudzīte","Female",7,11,"Zīgerista partija",2,"Vidzeme",3921,251,111,4061,""
"2749",9,17,"Zigurds","Ozoliņš","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,240,103,4058,""
"2750",10,7,"Lilita","Laine","Female",7,11,"Zīgerista partija",2,"Vidzeme",3921,241,110,4052,""
"2751",11,8,"Rita","Jegorova","Female",7,11,"Zīgerista partija",2,"Vidzeme",3921,261,130,4052,""
"2752",12,13,"Ilmārs","Lapa","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,221,105,4037,""
"2753",13,14,"Alda","Alberte","Female",7,11,"Zīgerista partija",2,"Vidzeme",3921,214,103,4032,""
"2754",14,21,"Anna","Razgale","Female",7,11,"Zīgerista partija",2,"Vidzeme",3921,203,93,4031,""
"2755",15,23,"Baiba","Pelse","Female",7,11,"Zīgerista partija",2,"Vidzeme",3921,205,95,4031,""
"2756",16,22,"Uldis","Strupulis","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,189,92,4018,""
"2757",17,16,"Viktors","Kenne","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,195,105,4011,""
"2758",18,10,"Jānis","Ozers","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,211,122,4010,""
"2759",19,18,"Jānis","Pops","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,179,99,4001,""
"2760",20,9,"Vilnis","Roze","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,198,121,3998,""
"2761",21,12,"Ilga","Albina","Female",7,11,"Zīgerista partija",2,"Vidzeme",3921,178,102,3997,""
"2762",22,20,"Spodra","Čepareva","Female",7,11,"Zīgerista partija",2,"Vidzeme",3921,176,101,3996,""
"2763",23,19,"Jānis","Bārītis","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,170,100,3991,""
"2764",24,25,"Dace","Virtmane","Female",7,11,"Zīgerista partija",2,"Vidzeme",3921,168,102,3987,""
"2765",25,24,"Ilmārs","Zīrups","Male",7,11,"Zīgerista partija",2,"Vidzeme",3921,165,102,3984,""
"2766",1,2,"Odisejs","Kostanda","Male",7,11,"Zīgerista partija",3,"Latgale",2959,997,47,3909,""
"2767",2,1,"Kārlis","Čerāns","Male",7,11,"Zīgerista partija",3,"Latgale",2959,765,44,3680,""
"2768",3,3,"Janīna","Kušnere","Female",7,11,"Zīgerista partija",3,"Latgale",2959,526,73,3412,""
"2769",4,4,"Imants","Liepa","Male",7,11,"Zīgerista partija",3,"Latgale",2959,449,60,3348,""
"2770",5,6,"Jānis","Mauliņš","Male",7,11,"Zīgerista partija",3,"Latgale",2959,378,73,3264,""
"2771",6,15,"Henrihs","Čerāns","Male",7,11,"Zīgerista partija",3,"Latgale",2959,328,53,3234,""
"2772",7,5,"Edmunds","Grīnbergs","Male",7,11,"Zīgerista partija",3,"Latgale",2959,330,63,3226,""
"2773",8,10,"Rita","Dindune","Female",7,11,"Zīgerista partija",3,"Latgale",2959,283,60,3182,""
"2774",9,8,"Rita","Jegorova","Female",7,11,"Zīgerista partija",3,"Latgale",2959,293,73,3179,""
"2775",10,12,"Anita","Podziņa","Female",7,11,"Zīgerista partija",3,"Latgale",2959,273,67,3165,""
"2776",11,14,"Guntars","Skudra","Male",7,11,"Zīgerista partija",3,"Latgale",2959,266,61,3164,""
"2777",12,11,"Jānis","Leidums","Male",7,11,"Zīgerista partija",3,"Latgale",2959,260,58,3161,""
"2778",13,7,"Veneranda","Stramkale","Female",7,11,"Zīgerista partija",3,"Latgale",2959,275,81,3153,""
"2779",14,16,"Broņislavs","Lapkovskis","Male",7,11,"Zīgerista partija",3,"Latgale",2959,249,59,3149,""
"2780",15,17,"Vilis","Čakāns","Male",7,11,"Zīgerista partija",3,"Latgale",2959,254,66,3147,""
"2781",16,13,"Inta","Baranovska","Female",7,11,"Zīgerista partija",3,"Latgale",2959,232,63,3128,""
"2782",17,18,"Jānis","Puķītis","Male",7,11,"Zīgerista partija",3,"Latgale",2959,227,64,3122,""
"2783",18,9,"Lilita","Laine","Female",7,11,"Zīgerista partija",3,"Latgale",2959,243,83,3119,""
"2784",1,1,"Odisejs","Kostanda","Male",7,11,"Zīgerista partija",4,"Kurzeme",2215,774,57,2932,""
"2785",2,4,"Kārlis","Čerāns","Male",7,11,"Zīgerista partija",4,"Kurzeme",2215,421,53,2583,""
"2786",3,9,"Jānis","Kazāks","Male",7,11,"Zīgerista partija",4,"Kurzeme",2215,352,35,2532,""
"2787",4,3,"Imants","Liepa","Male",7,11,"Zīgerista partija",4,"Kurzeme",2215,344,55,2504,""
"2788",5,2,"Edmunds","Grīnbergs","Male",7,11,"Zīgerista partija",4,"Kurzeme",2215,300,55,2460,""
"2789",6,7,"Jānis","Mauliņš","Male",7,11,"Zīgerista partija",4,"Kurzeme",2215,258,63,2410,""
"2790",7,5,"Janīna","Kušnere","Female",7,11,"Zīgerista partija",4,"Kurzeme",2215,238,70,2383,""
"2791",8,8,"Rita","Jegorova","Female",7,11,"Zīgerista partija",4,"Kurzeme",2215,190,69,2336,""
"2792",9,12,"Arvīds","Mēters","Male",7,11,"Zīgerista partija",4,"Kurzeme",2215,177,59,2333,""
"2793",10,14,"Andris","Liepiņš","Male",7,11,"Zīgerista partija",4,"Kurzeme",2215,174,58,2331,""
"2794",11,10,"Alda","Prūse","Female",7,11,"Zīgerista partija",4,"Kurzeme",2215,178,71,2322,""
"2795",12,6,"Lilita","Laine","Female",7,11,"Zīgerista partija",4,"Kurzeme",2215,175,71,2319,""
"2796",13,11,"Imants","Gutbergs","Male",7,11,"Zīgerista partija",4,"Kurzeme",2215,152,66,2301,""
"2797",14,13,"Jānis","Lagzdiņš","Male",7,11,"Zīgerista partija",4,"Kurzeme",2215,208,173,2250,""
"2798",1,1,"Odisejs","Kostanda","Male",7,11,"Zīgerista partija",5,"Zemgale",5349,2098,46,7401,""
"2799",2,3,"Kārlis","Čerāns","Male",7,11,"Zīgerista partija",5,"Zemgale",5349,1117,33,6433,""
"2800",3,2,"Imants","Liepa","Male",7,11,"Zīgerista partija",5,"Zemgale",5349,1110,29,6430,""
"2801",4,4,"Edmunds","Grīnbergs","Male",7,11,"Zīgerista partija",5,"Zemgale",5349,795,46,6098,""
"2802",5,6,"Rita","Jegorova","Female",7,11,"Zīgerista partija",5,"Zemgale",5349,697,80,5966,""
"2803",6,5,"Janīna","Kušnere","Female",7,11,"Zīgerista partija",5,"Zemgale",5349,681,68,5962,""
"2804",7,7,"Ilmārs","Lapa","Male",7,11,"Zīgerista partija",5,"Zemgale",5349,645,55,5939,""
"2805",8,8,"Jānis","Ozoliņš","Male",7,11,"Zīgerista partija",5,"Zemgale",5349,572,58,5863,""
"2806",9,14,"Vilis","Dābols","Male",7,11,"Zīgerista partija",5,"Zemgale",5349,507,73,5783,""
"2807",10,15,"Anta","Rudzīte","Female",7,11,"Zīgerista partija",5,"Zemgale",5349,478,52,5775,""
"2808",11,11,"Daiga","Reča","Female",7,11,"Zīgerista partija",5,"Zemgale",5349,481,59,5771,""
"2809",12,12,"Jānis","Šmits","Male",7,11,"Zīgerista partija",5,"Zemgale",5349,460,59,5750,""
"2810",13,9,"Aivars","Galviņš","Male",7,11,"Zīgerista partija",5,"Zemgale",5349,454,58,5745,""
"2811",14,13,"Ilga","Cimbule","Female",7,11,"Zīgerista partija",5,"Zemgale",5349,458,69,5738,""
"2812",15,10,"Egils","Bisenieks","Male",7,11,"Zīgerista partija",5,"Zemgale",5349,428,55,5722,""
"2813",1,1,"Juris","Karlsons","Male",7,12,"Nacionālā reformu partija",1,"Rīga",188,71,16,243,""
"2814",2,2,"Anna","Kaļķe","Female",7,12,"Nacionālā reformu partija",1,"Rīga",188,57,18,227,""
"2815",3,4,"Juris","Vecvagars","Male",7,12,"Nacionālā reformu partija",1,"Rīga",188,25,19,194,""
"2816",4,10,"Kristīne","Kaļķe","Female",7,12,"Nacionālā reformu partija",1,"Rīga",188,22,17,193,""
"2817",5,7,"Igors","Stepanovs","Male",7,12,"Nacionālā reformu partija",1,"Rīga",188,23,21,190,""
"2818",6,3,"Mirdza","Vītola","Female",7,12,"Nacionālā reformu partija",1,"Rīga",188,22,23,187,""
"2819",7,12,"Andrejs","Kondrāts","Male",7,12,"Nacionālā reformu partija",1,"Rīga",188,18,21,185,""
"2820",8,13,"Vineta","Tolēna","Female",7,12,"Nacionālā reformu partija",1,"Rīga",188,16,21,183,""
"2821",9,9,"Karīna","Bernāne","Female",7,12,"Nacionālā reformu partija",1,"Rīga",188,14,20,182,""
"2822",10,5,"Arvils","Lielvārds","Male",7,12,"Nacionālā reformu partija",1,"Rīga",188,14,21,181,""
"2823",11,6,"Arnis","Lācis","Male",7,12,"Nacionālā reformu partija",1,"Rīga",188,15,22,181,""
"2824",12,11,"Gunārs","Cildermanis","Male",7,12,"Nacionālā reformu partija",1,"Rīga",188,14,21,181,""
"2825",13,14,"Aigars","Ercmanis","Male",7,12,"Nacionālā reformu partija",1,"Rīga",188,13,24,177,""
"2826",14,8,"Ēriks","Birzgalis","Male",7,12,"Nacionālā reformu partija",1,"Rīga",188,12,24,176,""
"2827",1,2,"Juris","Karlsons","Male",7,12,"Nacionālā reformu partija",2,"Vidzeme",97,18,3,112,""
"2828",2,1,"Mirdza","Vītola","Female",7,12,"Nacionālā reformu partija",2,"Vidzeme",97,12,3,106,""
"2829",3,3,"Anna","Kaļķe","Female",7,12,"Nacionālā reformu partija",2,"Vidzeme",97,8,3,102,""
"2830",4,5,"Igors","Stepanovs","Male",7,12,"Nacionālā reformu partija",2,"Vidzeme",97,7,6,98,""
"2831",5,7,"Kristīne","Kaļķe","Female",7,12,"Nacionālā reformu partija",2,"Vidzeme",97,6,5,98,""
"2832",6,8,"Vineta","Tolēna","Female",7,12,"Nacionālā reformu partija",2,"Vidzeme",97,5,4,98,""
"2833",7,9,"Gunārs","Cildermanis","Male",7,12,"Nacionālā reformu partija",2,"Vidzeme",97,4,3,98,""
"2834",8,4,"Ēriks","Birzgalis","Male",7,12,"Nacionālā reformu partija",2,"Vidzeme",97,4,4,97,""
"2835",9,6,"Arnis","Lācis","Male",7,12,"Nacionālā reformu partija",2,"Vidzeme",97,5,5,97,""
"2836",10,10,"Arvils","Lielvārds","Male",7,12,"Nacionālā reformu partija",2,"Vidzeme",97,3,3,97,""
"2837",11,11,"Andrejs","Kondrāts","Male",7,12,"Nacionālā reformu partija",2,"Vidzeme",97,3,4,96,""
"2838",1,1,"Anna","Kaļķe","Female",7,12,"Nacionālā reformu partija",3,"Latgale",84,36,2,118,""
"2839",2,3,"Juris","Karlsons","Male",7,12,"Nacionālā reformu partija",3,"Latgale",84,18,4,98,""
"2840",3,4,"Kristīne","Kaļķe","Female",7,12,"Nacionālā reformu partija",3,"Latgale",84,16,4,96,""
"2841",4,6,"Igors","Stepanovs","Male",7,12,"Nacionālā reformu partija",3,"Latgale",84,13,3,94,""
"2842",5,2,"Karīna","Bernāne","Female",7,12,"Nacionālā reformu partija",3,"Latgale",84,13,4,93,""
"2843",6,5,"Mirdza","Vītola","Female",7,12,"Nacionālā reformu partija",3,"Latgale",84,13,4,93,""
"2844",7,7,"Arvils","Lielvārds","Male",7,12,"Nacionālā reformu partija",3,"Latgale",84,13,4,93,""
"2845",8,8,"Andrejs","Kondrāts","Male",7,12,"Nacionālā reformu partija",3,"Latgale",84,12,4,92,""
"2846",9,9,"Ēriks","Birzgalis","Male",7,12,"Nacionālā reformu partija",3,"Latgale",84,11,4,91,""
"2847",1,1,"Anna","Kaļķe","Female",7,12,"Nacionālā reformu partija",4,"Kurzeme",37,10,0,47,""
"2848",2,6,"Arnis","Lācis","Male",7,12,"Nacionālā reformu partija",4,"Kurzeme",37,8,1,44,""
"2849",3,2,"Juris","Karlsons","Male",7,12,"Nacionālā reformu partija",4,"Kurzeme",37,6,0,43,""
"2850",4,5,"Arvils","Lielvārds","Male",7,12,"Nacionālā reformu partija",4,"Kurzeme",37,5,0,42,""
